"id","name","content","created_at","updated_at","comments","keywords","views"
"1990","","Y13NMK5Z7NM","2011-12-02 22:22:10.920945","2011-12-02 22:22:10.920945","---
- PARSEFROMHERE 4:30 How did McDonald's win? ENDPARSEFROMHERE
","---
- AYH
- All
- Your
- History
- Rob
- Talbert
- yt:quality=high
- Resident
- Evil
- Dead
- Rising
- Sony
- Playstation
- Zombie
- Zombies
- Sega
- Nemesis
- franchise
- capcom
- Nintendo
- gamecube
- Game
- Cube
- film
- remake
- reboot
- shinji
- mukami
- mukame
- zero
- N64
- Aim
- Survivor
- Outbreak
- online
- coop
- co
- biohazard
- horror
- psp
- resident evil
- wii
- machinima
",""
"1995","","x_cWz9NFtx0","2011-12-02 22:26:02.369150","2011-12-02 22:26:02.369150","---
- PARSEFROMHERE 2:19  ENDPARSEFROMHERE
","---
- wwe
- all
- stars
- review
- hulk
- hogan
- john
- cena
- rock
- legend
- superstar
- gameplay
- preview
- walkthrough
- demo
- commentary
- playr
- elimination
- mode
- character
- fantasy
- warrior
- campaign
- story
- move
- special
- acrobat
- brawler
- big
- men
- man
- Bitz
",""
"1997","","d_1iA1dsBqM","2011-12-02 22:26:03.154175","2011-12-02 22:26:03.154175","---
- PARSEFROMHERE 7:33 did Kel and Amanda just kiss??????? ENDPARSEFROMHERE
- PARSEFROMHERE In This Clip, From 0:45 To 1:49, It Was ""All That"" Video Open From
  January 17, 1998. ENDPARSEFROMHERE
- PARSEFROMHERE ohhhh shit amanda sit on kennan lap and this dude ask if she feel
  that lol 6:03  7:35 amanda kiss kel ENDPARSEFROMHERE
","---
- All
- That
- S04E10
- Part
- DO
- NOT
- OWN
- ANY
- OF
- THIS
- EXCEPT
- FOR
- THE
- TAPE
- TAPED
- IT
- ONTO!
- flashbacks
- '37'
",""
"1999","","r50sN3ZVu4w","2011-12-02 22:26:04.163228","2011-12-02 22:26:04.163228","---
- PARSEFROMHERE 5:00 WHY CAN'T YOU COD fanboys notice this bullshit with your game?
  It's the SAME fucking game! ENDPARSEFROMHERE
","---
- yt:quality=high
- Dead
- Rising
- DR2
- Blue
- Castle
- Capcom
- UPC
- '013388310654'
- Xbox
- '360'
- X360
- playstation
- PS3
- Microsoft
- Windows
- PC
- computer
- zombie
- survival
- horror
- video
- game
- sequel
- Sweet
- Home
- Resident
- Evil
- All
- Your
- History
- AYH
- gameplay
- ps2
- resident evil
- wii
- xbox360
- machinima
",""
"2002","","MrVGCT0wyqs","2011-12-02 22:26:05.514959","2011-12-02 22:26:05.514959","---
- PARSEFROMHERE Did anyone else think he kicked the dancer at 5:54 ? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE Please I’m looking for songs between the time of 2:47 (8:15) Please
  I looked, but I have not found what are the names of songs??\n\nand IBE Legends
  vs The Notorious part2\n\nsong between (3:22)to(5:33) \n\nPlease I took a long time
  in the search\n\nWait for your reply as soon as\n\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE Please I’m looking for songs between the time of 2:47 (8:15) Please
  I looked, but I have not found what are the names of songs??\n\nand IBE Legends
  vs The Notorious part2\n\nsong between (3:22)to(5:33) \n\nPlease I took a long time
  in the search\n\nWait for your reply as soon as\n\n ENDPARSEFROMHERE""
- PARSEFROMHERE Roxrite at 8:17 is  awesome ENDPARSEFROMHERE
- PARSEFROMHERE 5:44 ;) ENDPARSEFROMHERE
- PARSEFROMHERE Bboy at 4:29 is AWESOME!!  ENDPARSEFROMHERE
- PARSEFROMHERE Song at 8:20 ? :)) ENDPARSEFROMHERE
- PARSEFROMHERE @shufferTV bboy born is the bboy 3:29 ENDPARSEFROMHERE
- PARSEFROMHERE Whats the name of the song at 2:50 ENDPARSEFROMHERE
","---
- IBE
- '2010'
- ALL
- BATTLES
- the
- NOTORIOUS
- vs
- legends
- international
- breakdance
- event
- heerlen
- netherlands
- bboying
- bboy
- bgirl
- cypher
- aba
- sunday
- '26'
- september
- hollannd
- breaking
- break
- breakz
- bboys
- footwork
- popping
- hip hop
- breakdancing
- hip hop dance
",""
"2009","","-VPzu0Ehqwc","2011-12-02 22:26:08.858996","2011-12-02 22:26:08.858996","---
- PARSEFROMHERE 08:48 what IS that thing?! ENDPARSEFROMHERE
","---
- id
- Software
- All
- Your
- History
- AYH
- Are
- Belong
- To
- Us
- video
- game
- PC
- computer
- Rage
- Doom
- Quake
- Hexen
- Wolfenstein
- first-person
- shooters
- John
- Romero
- softdisk
- Gamer's
- Edge
- Carmack
- Apogee
- Commander
- Keen
- Dos
- Sidescrolling
- Mario
- Zelda
- Nintendo
- NES
- 3D
- Machinima
",""
"2029","","fdtwK01ak4s","2011-12-03 02:40:57.621044","2011-12-03 02:40:57.621044","---
- PARSEFROMHERE Odd. I was completely turned on at 1:08. ENDPARSEFROMHERE
- PARSEFROMHERE 3:57 the dead guy is still there ENDPARSEFROMHERE
- PARSEFROMHERE 0:16 did i press the restart button? ENDPARSEFROMHERE
","---
- first
- person
- shooters
- fps
- gaming
- video
- game
- xbox
- '360'
- playstation
- nintendo
- wii
- zelda
- waggle
- kinect
- move
- battlefield
- modern
- warfare
- cod
- mwf
- magic
- daddy
- rescue
- force
- shadow
- man
- candy
- land
- sequel
- smosh
- anthony
- padilla
- ian
- hecox
- WHY
- ARE
- YOU
- READING
- THESE
- MOTHA-FIRETRUCKIN'
- TAGS?!
",""
"2033","","YG2iGsY0-Pk","2011-12-03 02:41:03.701941","2011-12-03 02:41:03.701941","---
- ! ""PARSEFROMHERE LOL 4:20 - 4:23\n ENDPARSEFROMHERE""
- PARSEFROMHERE 0:33 - 0:55 HAHAHA BEST PART. :D ENDPARSEFROMHERE
","---
- thefinebros
- bed intruder
- antoine dodson
- antoine
- dodson
- bed intruder song
- teens react
- teens react to
- The
- Fine
- Bros
",""
"2035","","XJKkZXvSvrM","2011-12-03 02:41:08.998119","2011-12-03 02:41:08.998119","---
- PARSEFROMHERE 0:30 =nyan ENDPARSEFROMHERE
- PARSEFROMHERE 0:36 JINKS U OW ME A SODA ENDPARSEFROMHERE
- PARSEFROMHERE 0:06 ublama bladagama emagama... ENDPARSEFROMHERE
","---
- annoying
- orange
- talking
- twin
- baby
- babies
- oranges
- citrus
- motorboat
- tongue
- seeds
- diaper
- cute
- adorable
- silly
- weird
- realannoyingorange
",""
"2040","","Teaft0Kg-Ok","2011-12-03 03:12:26.352183","2011-12-03 03:12:26.352183","---
- ! 'PARSEFROMHERE woah. woahhh. 1:00

  lol ENDPARSEFROMHERE'
","---
- look at me now
- fast rap
- fastest rapper
- tech n9ne
- chris brown
- busta rhymes
- mac lethal
- watsky
- amazing
- patrice oneal
- Black
- Clover
- Records
",""
"2047","","YR12Z8f1Dh8","2011-12-03 03:12:30.354353","2011-12-03 03:12:30.354353","---
- PARSEFROMHERE I love that angelic voice in the background @  3:32 ENDPARSEFROMHERE
","---
- Why
- This
- Kolaveri
- Di
- Full
- Song
- Promo
- Video
- in
- HD
- High-definition Television
- Film
- Lyrics
- New
- Definition
- Promotion
- Quality
- Screen
- Music
- Album
- Short
- Trailer
- Promotional
- sonymusicindia
- SME
",""
"2050","","Z8FarCnm1mE","2011-12-03 03:12:32.005725","2011-12-03 03:12:32.005725","---
- ! ""PARSEFROMHERE C/\\ /\\/ TIME 8:17  FEAR IS NOT OF GOD IT A TOUGHT DESIGN TO SEPERATE
  TRUTH\n ENDPARSEFROMHERE""
","---
- Rihanna
- Talk
- That
- (Audio)
- Def
- Jam
- Records
- Pop
- VEVO
",""
"2066","","RStZd9w9KkY","2011-12-03 03:12:42.349544","2011-12-03 03:12:42.349544","---
- ! 'PARSEFROMHERE Peace! Allah says in the Holy Quran: ""O mankind! We created you
  from a single (pair) of a male and a female, and made you into nations and tribes,
  that ye may know each other (not that ye may despise (each other). Verily the most
  honoured of you in the sight of God is (he who is) the most righteous of you. And
  God has full knowledge and is well acquainted (with all things).""(Quran,49:13 )
  ENDPARSEFROMHERE'
","---
- VID
- '00000'
- '20111101'
- '1703'
- ladyk89
- My
- tram
- experiance
- vlog
- ayyonline
- ayy
- online
",""
"2082","","p0D-mXIzlKc","2011-12-03 03:12:54.158117","2011-12-03 03:12:54.158117","---
- PARSEFROMHERE @sahilmasand I couldn't care less about the ipad. Just so you know.
  Why does everyone bring up apple's bloody ipad when new android tablets come out?
  There are people who don't care about the ipad, there are people who want a wider
  screen than 4:3. This 'one size fits all' scenario doesn't for everyone.  ENDPARSEFROMHERE
","---
- tablet
- Computer
- Laptop
- Nvidia
- Personal Computer
- androide
- android Honeycomb
- honey comb
- ice cream sandwich
- Android (operating System)
- portable
- ASUS
- zenbook
- ASUS zenbook
- Eee Pad
- ASUS Eee Pad Transformer Prime
- tegra 3
- Mobile Deviceipad killer
- Ritchies
- Room
- TV
",""
"2083","","uFranEJ1KwE","2011-12-03 03:12:54.894045","2011-12-03 03:12:54.894045","---
- PARSEFROMHERE Can someone PLEASE tell me who was the guy at 1:11 ENDPARSEFROMHERE
- PARSEFROMHERE 2:13 SUZY is perfect<3 ENDPARSEFROMHERE
- PARSEFROMHERE 1:05 and 1:49 is FANTASTIC!! ENDPARSEFROMHERE
","---
- Miss A
- Good-bye Baby
- good bye baby
- gbb
- full
- HD
- live
- MNET
- MAMA 2011
- Singapore
- '111129'
- mrsarangkpop
- mrsarangkpoplive
- '2011'
",""
"2087","","amhvFQeDyGY","2011-12-03 03:12:58.022796","2011-12-03 03:12:58.022796","---
- PARSEFROMHERE Did anybody notice that at 0:53 the lady is holding a pepper shaker
  but then at 0:54 she is holding the Justin Bieber doll? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE the weapon\uFEFF of the guy in black in left side was a Justin
  Bieber doll at 2:09 ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE the weapon of the other guy was Justin Bieber at 2:10\n ENDPARSEFROMHERE""
","---
- things
- that
- ruin
- thanksgiving
- nigahiga
- ryan
- higa
- rebecca
- black
- friday
- yay
",""
"2095","","y2obNe2HoFU","2011-12-03 03:13:03.656834","2011-12-03 03:13:03.656834","---
- PARSEFROMHERE i laughed at 17:00 ENDPARSEFROMHERE
- PARSEFROMHERE 23:50 he missed the GOLD!!!!!!!!!!!!!!!!!!!!!!!! ENDPARSEFROMHERE
- PARSEFROMHERE 23:33 ahhhhhh ENDPARSEFROMHERE
- PARSEFROMHERE 2:37 Lol there is a Diamond sword in there. ENDPARSEFROMHERE
","---
- the minecraft project
- minecraft
- mine
- craft
- syndicate
- syndicateproject
- thesyndicateproject
- project
- how
- to
- diamond
- find
- tools
- build
- make
- new
- seed
- The
",""
"2105","","PyGDst4AdPg","2011-12-03 03:13:12.014043","2011-12-03 03:13:12.014043","---
- PARSEFROMHERE At 2:19 you said the whole lobby was cracking up. But at 2:26 you
  flash the scoreboard, and you have everyone on your team muted... ENDPARSEFROMHERE
","---
- tmartn
- tmart
- tmartin
- call
- of
- duty
- cod
- modern
- warfare
- mw3
- codmw3
- tips
- tricks
- tip
- trick
- leg
- up
- 'on'
- enemy
- play
- playing
- dead
- change
- class
- mw3 tip
- mw3 tips
- mw3 trick
- mw3 tricks
- mw3 play dead
- play dead
- montage
- pickle9000
- Tmar
- Tn
",""
"2106","","HA6pJ7oUH3U","2011-12-03 03:13:12.738735","2011-12-03 03:13:12.738735","---
- PARSEFROMHERE 0:06 ,thats what she sed :P ENDPARSEFROMHERE
","---
- diamonds
- neck
- minecraft
- gaming
- game
- video
- play
- building
- fun
- rpg
- makers
- games
- gameplay
- omfgcata
- maker
- video game
- online
- playthrough
- commentary
- computer
- free
- mmorpg
- gamer
- multiplayer
- windows
",""
"2119","","8DALomrGkHg","2011-12-03 05:16:09.214291","2011-12-03 05:16:09.214291","---
- PARSEFROMHERE if a person truly understand and experiences mark 1:15 this will end
  all arguments. everything is by faith.God does not need a proof like a man does.
  mark 1:15 brings you to the next level john 3:3 which is another experience that
  man should have, after which the HOLY SPIRIT take charge and will make a person
  understand all spiritual things.the new birth is the first step in lving a Godly
  life that He planned for man. natural man understand not the things that is spiritual....  ENDPARSEFROMHERE
- ! 'PARSEFROMHERE ""His Lord said unto him: Well done, thou good and faithful servant:
  thou hast been faithful over a few things; I will make thee ruler over many things:
  enter thou into the joy of thy Lord."" (Matthew 25:21) ENDPARSEFROMHERE'
","---
- abuse
- men
- God
- Jesus
- Bible
- Marks
- Journey
",""
"2140","","fGFNmEOntFA","2011-12-03 06:03:15.174885","2011-12-03 06:03:15.183719","","---
- Justin
- Bieber
- Mariah
- Carey
- Duet
- Beiber
- Holiday
- Christmas
- Xmas
- classic
- new
- song
- video
- VEVO
",""
"2149","","HXc0NnDsZ30","2011-12-03 06:11:21.317867","2011-12-03 06:11:21.321273","","---
- Lady
- Gaga
- Marry
- The
- Night
- VEVO
- Interview
- Born
- This
- Way
- Reality
- MTN
- BTW
",""
"2150","","Yj9bL9aU8JE","2011-12-03 06:11:21.323787","2011-12-03 06:11:21.326901","","---
- Pitbull
- Mr.
- Worldwide
- '305'
- Planet
- Pit
- Chris
- Brown
- Breezy
- International
- Love
- new
- song
- video
- VEVO
",""
"2152","","KwM4mWzrGwM","2011-12-03 06:11:21.334141","2011-12-03 06:11:21.337158","","---
- Karmin
- Crash
- Your
- Party
- Amy
- Nick
- VEVO
- LIFT
- youtube
- covers
",""
"2156","","_tX75yT8IPc","2011-12-03 06:11:21.355772","2011-12-03 06:11:21.358719","","---
- raywilliamjohnson
- ray william johnson
- rwj
- equals
- three
- equalsthree
- =3
- equals three
- equals 3
- raywiliamjohnson
- ray wiliam johnson
- ray williams johnson
- video
- videos
- fenton
- she has a boyfriend
- how to do anything channel
- Jesus Christ in Richmond Park
- original
- upload
- Ray
- William
- Johnson
",""
"2159","","KiAZDAo0Dow","2011-12-03 06:11:21.371241","2011-12-03 06:11:21.374495","","---
- Beyonce
- ! '''Dance'
- For
- You'
- Official
- Music
- Video
- world
- Premiere
- '2011'
- Swif
",""
"2160","","ySymqERaHEA","2011-12-03 06:11:21.376803","2011-12-03 06:11:21.379522","","---
- LTE Advanced
- 3GPP Long Term Evolution
- Verizon Wireless
- Phone
- Mobile
- Samsung
- Review
- Mobile Phone
- Mobile Device
- Cell
- Cell Phone
- Phones
- Nexus
- Prime
- Google
- Galaxy
- Speed
- Test
- hksscom
",""
"2161","","8f9Pkf75yX0","2011-12-03 06:11:21.382243","2011-12-03 06:11:21.385051","","---
- Great White
- Shark
- Wrightsville Beach
- North Carolina
- Matt Garrett
- mgeeezy
- '84'
",""
"2162","","bgoDkwwpFx0","2011-12-03 06:11:21.388168","2011-12-03 06:11:21.390774","","---
- dog
- eating
- dairylea
- dunkers
- Funny
- Gixxxer
",""
"2165","","eRjDd1yD6L8","2011-12-03 06:11:21.403433","2011-12-03 06:11:21.406098","","---
- Glee
- Cast
- Survivor
- Will
- Survive
- (Glee
- Version)
- Columbia
- Pop
- musicfromglee
- VEVO
",""
"2170","","4z9TdDCWN7g","2011-12-03 06:11:21.430111","2011-12-03 06:11:21.432712","","---
- Skyrim
- Female
- Cover
- Vocal
- Sons of Skyrim
- Main Theme
- Bard Song
- The Dragonborn Comes
- The Elder Scrolls
- malufenix
",""
"2173","","4EwSAzHj8VM","2011-12-03 06:11:21.446075","2011-12-03 06:11:21.448378","","---
- raywilliamjohnson
- ray william johnson
- rwj
- equals
- three
- equalsthree
- =3
- equals three
- equals 3
- raywiliamjohnson
- ray wiliam johnson
- ray williams johnson
- video
- videos
- Fat Indian Kid Dancing
- 82 year old tryin pop rocks
- Ray
- William
- Johnson
",""
"2175","","ln01p1M2cH0","2011-12-03 06:11:21.455909","2011-12-03 06:11:21.458478","","---
- If
- You
- Don't
- See
- Merry
- Christmas
- in
- the
- Window
- by
- ACLU
- Choir
- Say
- Kids
- Children
- american
- christ
- united
- santa
- claus
- holiday
- bells
- jingle
- carol
- scrooge
- tiny
- tim
- Holidays
- Silent
- Night
",""
"2176","","4FbPRHntLho","2011-12-03 06:11:21.460733","2011-12-03 06:11:21.464127","","---
- epileptic
- techno
- yfm
- your
- favorite
- martian
- rwj
- ray
- william
- johnson
- music
- video
- videos
- satire
- of
- dance
- club
- culture
- Yourfavoritemartian
",""
"2177","","ZLJIRhWEHlE","2011-12-03 06:11:21.466258","2011-12-03 06:11:21.468698","","---
- Patrick
- Wolf
- Together
- Mercury
- Alternative
- VEVO
",""
"2179","","aXm5qwprjbk","2011-12-03 06:11:21.475446","2011-12-03 06:11:21.509183","","---
- 50 Cent
- stop crying
- new music
- new song
- g-unit
- '2011'
- new
- music
- song
- rap
- hip-hop
- mixtape
- big 10
- 50cent
- '50'
- cents
- Cent
",""
"2180","","LEQ6N-rJmUA","2011-12-03 06:11:21.513027","2011-12-03 06:11:21.515729","","---
- kolaveri
- di
- gujarati
- djadee
- rjroshan
- fuzonadee
",""
"2185","","co64SL7msnM","2011-12-03 06:11:21.537935","2011-12-03 06:11:21.541410","","---
- BUTT
- THERMOMETER
- toby
- turner
- tobuscus
- Funny
- Cute
",""
"2186","","xna0QzSlLBY","2011-12-03 06:11:21.543650","2011-12-03 06:11:21.545858","","---
- RIGTIG
- Maja
- Liv
- Piv
",""
"2190","","4C94VL0InR4","2011-12-03 06:11:21.564892","2011-12-03 06:11:21.567407","","---
- annoying
- orange
- magic
- clam
- copper
- lincoln
- tobuscus
- toby
- turner
- hey
- apple
- pearl
- oyster
- trick
- midget
- Fish
- Card
- Blue
- Bay
- Eating
- Aquarium
- Red
- Tank
- Area
- Green
- Funny
- Banana
- Butter
- Tricks
- Jelly
- Juice
- Time
- Yellow
- realannoyingorange
",""
"2192","","9T66qioqc0k","2011-12-03 06:11:21.575502","2011-12-03 06:11:21.577969","","---
- multiplayer
- hd
- commentary
- gameplay
- xbox
- ps3
- pc
- match
- tips
- tricks
- strategy
- seananners
- black
- ops
- call
- of
- duty
- cod
- how
- to
- help
- modern
- warfare
- gaming
- video
- game
- guns
- mw2
- cod4
- fps
- mw3
- montage
- cod5
- tutorial
- weapons
- live
- stream
- pickle9000
- moab
- nuke
- yt:quality=high
- ! '&quot;Call'
- Duty&quot;
- ! '&quot;Modern'
- 3&quot;
- '360'
- xbox360
- X360
- MPN
- '83747'
- ! '&quot;Infinity'
- Ward&quot;
- Activision
- MW
- three
- Sea
- Nanners
",""
"2196","","waIuhfoTMv8","2011-12-04 19:27:03.889831","2011-12-04 19:27:03.889831","---
- ! 'PARSEFROMHERE 3:20-AMAZING : )   ENDPARSEFROMHERE'
","---
- BEST
- Pole
- Dance
- Pressure
- Ever
- by
- Jenyne
- Butterfly
- Dancing
- Stars
- Dancer
- Greatest
- showcase
- Ko
- dak
- The
",""
"2197","","pJe_1WL5p_Q","2011-12-04 19:27:04.610302","2011-12-04 19:27:04.610302","---
- PARSEFROMHERE 1:59 Awesome face. ENDPARSEFROMHERE
","---
- Rocket Slime
- Rocket Slime 3
- Slime morimori Dragon Quest 3
- Import
- Nintendo 3DS
- impressions
- hands-on
- gameplay
- The
- upnetwork
",""
"2201","","Ahha3Cqe_fk","2011-12-04 20:03:16.625013","2011-12-04 20:03:18.289921","---
- ! 'PARSEFROMHERE sorry but this video made no sense but the music is fine.


  I mean seriously look... 2:51 katy fucking deserved it look what she did to the
  dude''s painting, I would''ve benn pissed too.  ENDPARSEFROMHERE'
","---
- Katy
- Perry
- The
- One
- That
- Got
- Away
- Official
- Music
- Video
- HD
- Diego
- Luna
- Floria
- Sigismondi
- Teenage
- Dream
- TOTGA
- Capitol
- Records
- Old
- Elderly
- VEVO
",""
"2214","","KfhkL_I_Vuk","2011-12-04 20:03:28.819073","2011-12-04 20:03:29.718929","---
- PARSEFROMHERE 0:00 to watch this again  ENDPARSEFROMHERE
","---
- Wiz Khalifa
- Snoop Dogg
- Bruno Mars
- Young
- wild & Free
- Soundtrack
- Original Motion Picture
- Atlantic
- Videos
",""
"2221","","IVJVCoHDAXs","2011-12-04 20:03:34.670333","2011-12-04 20:03:35.475621","---
- PARSEFROMHERE When he said ""super man socks""he had two epic voices :3 1:24 ENDPARSEFROMHERE
","---
- epic
- rap
- battles
- of
- history
- final
- battle
- nice
- peter
- ! '#15'
- number
- darth
- vader
- whoelsedoyouthink
- nicepeter
",""
"2222","","JWsXpunhsnk","2011-12-04 20:03:35.480133","2011-12-04 20:03:36.302047","---
- PARSEFROMHERE 1:09 looks like a dog =D ENDPARSEFROMHERE
","---
- mw3
- glitch
- 'no'
- recoil
- bug
- must
- see
- huge
- online
- multiplayer
- tips
- tricks
- how
- to
- tutorial
- game
- call
- of
- duty
- modern
- warfare
- ! 'Call Of Duty: Modern Warfare 3'
- ! 'Call Of Duty 4: Modern Warfare'
- White
- Boy
- thst
",""
"2227","","sFGAusUUP14","2011-12-04 20:04:10.024928","2011-12-04 20:04:10.024928","---
- ! ""PARSEFROMHERE 0:13\n\nthis man look like Seann William Scott\n\nthe nose look
  like Owen\uFEFF Wilson\n\nXD\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE 0:13\n\nthis man look like Seann William Scott\n\nthe nose look
  like Owen\uFEFF Wilson\n\nXD\n ENDPARSEFROMHERE""
- PARSEFROMHERE at 1:42 she`s hot ! ENDPARSEFROMHERE
","---
- Mike
- Candys
- Evelyn
- feat
- David
- Deen
- Around
- The
- World
- Official
- Video
- HD
- I+KTV
- kontor
",""
"2229","","Ksfe56K3BmA","2011-12-04 20:04:11.336074","2011-12-04 20:04:11.336074","---
- ! ""PARSEFROMHERE 2:27 tht part is da best \n ENDPARSEFROMHERE""
- PARSEFROMHERE the first 0:40 seconds is the best part ENDPARSEFROMHERE
","---
- Drake
- Rihanna
- Drake ft. Rihanna
- ! '''Take'
- Care
- Take Care LYRICS
- Drake Take Care
- Drake Take Care LYRICS
- Take Care Drake
- Take Care Drake LYRICS
- Rihanna Take Care
- Rihanna Take Care LYRICS
- Take Care Rihanna
- Take Care Rihanna LYRICS
- New
- Era
- Lyrics
",""
"2230","","1q4nfz-ntRE","2011-12-04 20:04:12.194788","2011-12-04 20:04:12.194788","---
- PARSEFROMHERE 1:48 retarded janna xD ENDPARSEFROMHERE
- PARSEFROMHERE 0:35 urgot having a seizure ENDPARSEFROMHERE
- PARSEFROMHERE what were those green lighnings from 0:39 ENDPARSEFROMHERE
","---
- League
- of
- Legends
- Top
- Protatomonster
- Productions
- Five
- penta
- quadra
- triple
- double
- commentary
- veigar
- ezreal
- mordekaiser
- poppy
- amumu
- week
- protato
- lol
- escape
- juke
- jukeboots
- boots
- pro
- potato
- riot
- games
- Dota
- hon
- wow
- World
- Warcraft
- Video
- Baron
- Nashor
- dragon
- kill
- steal
- ultimate
- game
- gaming
- two
- Urgot
- Ashe
- Arrow
- Swap
- Blitzcrank
- Rocket
- Grab
- Pull
- Cash
- Prize
- Point
- Card
- Money
- Death
- Twisted
- Fate
- Port
- Katarina
- Gragas
- Jax
- Janna
- Malzahar
",""
"2232","","5Bj-m7WQeO4","2011-12-04 20:04:13.904353","2011-12-04 20:04:13.904353","---
- PARSEFROMHERE Ashams father? 0:28 ENDPARSEFROMHERE
- PARSEFROMHERE hahah at 0:28 ENDPARSEFROMHERE
- PARSEFROMHERE Crazy asian guy at 0:27 ENDPARSEFROMHERE
- PARSEFROMHERE anyone see the asian at 0:26 ? ENDPARSEFROMHERE
","---
- hockey
- fight
- fights
- arron
- asham
- john
- erskine
- pittsburgh
- penguins
- washington
- capitals
- nhl
- hockeyfightsdotcom
",""
"2233","","hhPdH3wE0_Y","2011-12-04 20:04:14.990316","2011-12-04 20:04:14.990316","---
- PARSEFROMHERE Are they chating Fus Ro Dah at 1:19?  ENDPARSEFROMHERE
","---
- UC
- Davis
- pepper
- spray
- OWS
- occupy
- Wall
- Street
- truth
- facts
- protesters
- protest
- video
- attack
- police
- officer
- cops
- students
- news
- media
- ! '#OWS'
- politics
- Timasu
",""
"2234","","dtiFj_Sg1Cs","2011-12-04 20:04:15.849302","2011-12-04 20:04:15.849302","---
- PARSEFROMHERE At 2:06 look like Simon is going to cry. ENDPARSEFROMHERE
","---
- Drew
- Listen to Your Hear
- Survival Song
- Rosette
- xfactor
- simon
- cowell
- tv
- the X tor
- factor
- simon cowell
- television
- ad
- fall
- '2011'
- music
- reality
- competition
- usa
- song
- twitter
- auditions
- audition
- paula
- abdul
- nicole
- scherzinger
- antonio
- la
- reid
- steve
- jones
- United States
- The
",""
"2236","","mCeCdCNCKOw","2011-12-04 20:04:17.335633","2011-12-04 20:04:17.335633","---
- PARSEFROMHERE 0:10 is the new sound track  ENDPARSEFROMHERE
- ! ""PARSEFROMHERE Teddy looks so cute on 0:03\n ENDPARSEFROMHERE""
","---
- Good
- Luck
- Charlie
- It's
- Christmas!
- Part
- HD
- wmv
- Disney
- Channel
- '2013'
",""
"2237","","Sd4s1aVXKpU","2011-12-04 20:04:18.264821","2011-12-04 20:04:18.264821","---
- ! 'PARSEFROMHERE Was that Zelo singing at 3:29?!

  If that was WHOA!  ENDPARSEFROMHERE'
- ! 'PARSEFROMHERE for a second at 3:29 i thought it was Zelo singing LOL

  so cute. *-* ENDPARSEFROMHERE'
","---
- bangzelo
- 방용국
- 젤로
- ZELO
- BANGYONGGUK
- TS
- TSENT
- TSENTERTAINMENT
- NEVERGIVEUP
- NEVER
- GIVE
- UP
- BANGNZELO
- BANG
- SECRET
- JUNHYOSEONG
- HYOSEONG
- '2008'
",""
"2238","","idIlshLotqM","2011-12-04 20:04:19.081591","2011-12-04 20:04:19.081591","---
- PARSEFROMHERE 0:32, I thought TOP was Nichkhun... ENDPARSEFROMHERE
","---
- GD&TOP
- OH YEAH
- GD
- TOP
- 2NE1
- BOM
- ygentertainment
",""
"2241","","CojQ9fOT8ys","2011-12-04 20:10:36.063318","2011-12-04 20:10:36.063318","---
- PARSEFROMHERE ""eat my ficklematter u fart licking sack packer"" haha 8:57 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 2:29-2:39 is the best\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE i mean 4:08......srry\n ENDPARSEFROMHERE""
- PARSEFROMHERE ryan you look like a total badass at 4:09 ENDPARSEFROMHERE
","---
- film
- riot
- knife
- stab
- neck
- Rip
- heart
- fakeblood
- gory
- bloody
- pumpingheart
- indianajones
- fakeheart
- blood
- gore
- filmmaking
- filmmaker
- filmriot
- revision3
- Zombie
- Make
- Up
- Halloween
",""
"2242","","53bAndZgmpY","2011-12-04 20:10:37.224980","2011-12-04 20:10:37.224980","---
- PARSEFROMHERE epic face at 3:32  ENDPARSEFROMHERE
- PARSEFROMHERE 3:32 first time seeing tits ENDPARSEFROMHERE
","---
- mouthwash
- Listerine
- orabrush
- toothbrush
- dental
- mouth
- care
- bad
- breath
- hygine
- bathroom
- product
- mint
- fresh
- smoking
- bottle
- microwave
- microonda
- 微波
- magnetron
- micro-ondes
- マイクロ
- микроволновая
- печь
- mikrovågsugn
- explosion
- decompression
- will
- it
- blend
- fire
- bulb
- cell
- phone
- furby
- ipod
- radiation
- tinfoil
- this
- experiment
- roasted
- nuts
- extinguisher
- match
- plasma
- scientific
- mythbusters
- jpizzle
- '1122'
",""
