name,content,comments,keywords
,TLKvkXm9CUg,"---
- PARSEFROMHERE MAAAAAAAAAAAAAAAAAAAAAN 2:45 TO 2:50 FLIIIIIIIIIIIIIIIIIIIIIIIIP TOOOOOO
  AWESOME ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 1:28 You are awesome. I approve of your moves, \n\n-Sincerely,\nA
  Young Black Male. ENDPARSEFROMHERE""
","---
- Stevie
- Wonder
- Live
- At
- Last
- DVD
- '2008'
- London
- All
- Do
- Funky
- Acid
- Jazz
- Soul
- Streamerke
"
,ujmeEfnLfoQ,"---
- PARSEFROMHERE 3:18 frosty jacks is not good cider  ENDPARSEFROMHERE
- PARSEFROMHERE 03:13 - 03:18 dissed lmao xD ENDPARSEFROMHERE
- PARSEFROMHERE 1:33 I have the same mixer as Dubba Jonny! ;) ENDPARSEFROMHERE
","---
- dubba
- jonny
- all
- in
- official
- video
- dubstep
- ukfdubstep
- yt:quality=high
- music
"
,bAVKp0X9JnQ,"---
- PARSEFROMHERE one m0:00re Time ? ENDPARSEFROMHERE
- PARSEFROMHERE Vive USA !!!! AHAH :D 0:32 ENDPARSEFROMHERE
","---
- sasha
- lopez
- sacha
- andrea
- broono
- bruno
- all my people
- summer
- hit
- '2011'
- dance
- club
- dancefloor
- fun
- radio
- nrj
- scorpio
- music
- new
- megaupload
- rapidshare
- letitbit
- myclubbingstore
- scorpiodigital
"
,nafbS7V5uHg,"---
- PARSEFROMHERE did anyone else see miley cyrus at 3:48 ? ENDPARSEFROMHERE
","---
- HSM2
- all
- for
- one
- Miley
- Cyrus
- mileycyrus
- '54'
"
,IRvGZffXhfk,"---
- PARSEFROMHERE @EtaquaLover 0:48 I meant lol >.< ENDPARSEFROMHERE
- PARSEFROMHERE @EtaquaLover 0:48 I meant lol >.< ENDPARSEFROMHERE
- PARSEFROMHERE 0:08 lol that dude has some parking skills, contrary to someone else
  in that group... ENDPARSEFROMHERE
","---
- POP
- DANCE
- ATC
- All
- Around
- The
- World
- touch
- of
- class
- planet
- euro
- 90s
- La
- alizee
- wow
- elf
- dances
- hot
- blond
- brunette
- Tex
- Boy
- Toy
"
,2iub6O7lRHk,"---
- PARSEFROMHERE i love dis song is so cut3... all i do is think of u boo...love bryan
  at 3:12 he so cut3 ENDPARSEFROMHERE
- PARSEFROMHERE Wow i dont lyk dustins hair 1:55 it looks weird lyk he's from startrek
  loool he is seexxay doee but particks da 1 (l) ENDPARSEFROMHERE
","---
- b5
- all
- do
- with
- lyrics
- angelicirah
"
,VGDeA4papLg,"---
- PARSEFROMHERE 1:59 actually it needed two grenades =O ENDPARSEFROMHERE
- PARSEFROMHERE whats the name of the song at  3:44 ? thx ENDPARSEFROMHERE
","---
- halo
- top
- '10'
- series
- anoj
- machinima
- episode
- '43'
- all
- time
- killionaires
- wtf
- yt:quality=high
- Bungie
- Microsoft
- Game
- Studios
- Xbox
- '360'
- Xbox360
- Live
- FPS
- First
- 1st
- first-person
- Person
- Shooter
"
,xUVmh6dhFzA,"---
- PARSEFROMHERE lol @ 2:25 ENDPARSEFROMHERE
","---
- the
- similou
- all
- this
- love
- rainbow
- song
- electro-pop
- DNM
- dealers
- of
- nordic
- music
- maxjakob
"
,MX0D4oZwCsA,"---
- PARSEFROMHERE 1:05 hobo shootin him self XD ENDPARSEFROMHERE
","---
- double
- rainbow
- song
- all
- the
- way
- cross
- sky
- yeah
- what
- does
- this
- mean
- yosemite
- bear
- auto
- tune
- remix
- so
- bright
- vivid
- intense
- schmoyoho
"
,BTkJA9UhKA4,"---
- PARSEFROMHERE 5:43 - 5:46  ""God damn I am so fucking constipated."" ENDPARSEFROMHERE
","---
- All
- Your
- History
- Are
- Belong
- To
- Us
- AYH
- yt:quality=high
- Alan
- Wake
- Remedy
- Microsoft
- Game
- Studios
- UPC
- '400009415513'
- Sam
- Lake
- allen
- allan
- alen
- alin
- Mark
- Wahlberg
- Mila
- Kunis
- video
- bullet
- time
- Max
- Payne
- machinima
"
,R0GLf3H0GtQ,"---
- PARSEFROMHERE 1:30 makes me think of a level on Cars 2 ENDPARSEFROMHERE
","---
- mario kart 7
- mario kart wii u
- Mario
- Kart
- ! '[7]'
- Online
- Multiplayer
- Info
- wifi
- Screenshots
- Communities
- community
- ALL
- Tracks
- Confirmed
- Wii
- ! '[U]'
- News
- gameplay
- pictures
- update
- cart
- 3ds
- 3d
- nintendo
- rainbow
- road
- snes
- nintendo buzz
- ninbuzz
- Nin
- Buzz
"
,88my9IXpli4,"---
- ! ""PARSEFROMHERE 4:17 turn it to full screen and lose your soul\n ENDPARSEFROMHERE""
- PARSEFROMHERE 4:25 ITS DRAINING INTO MY SOUL ENDPARSEFROMHERE
","---
- All
- Your
- History
- Are
- Belong
- To
- Us
- AYH
- Rob
- Talbert
- yt:quality=high
- Mass
- Effect
- bioware
- bioshock
- Bio
- Shock
- Napoleon
- Total
- War
- Heavy
- Rain
- Call
- Duty
- COD
- Modern
- Warfare
- MW2
- Activision
- Infinity
- Ward
- Treyarch
- Sledgehammer
- Battlefield
- Bad
- Company
- EA
- Bungie
- Guitar
- call duty
- cod4
- gameplay
- modern warfare
- montage
- machinima
"
,qYpO18tAL3o,"---
- PARSEFROMHERE 6:00 why is there a mouse pointer? ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 6:00 EMULATOR !! :O


  Well, that''s to be expected. It''s a clusterfuck to record an actual Nintendo DS.
  ENDPARSEFROMHERE'
","---
- All
- Your
- History
- Are
- Belong
- To
- Us
- AYH
- Rob
- Talbert
- yt:quality=high
- Castlevania
- Lords
- of
- Shadow
- mercurysteam
- Kojima
- Productions
- Konami
- Sony
- Simon
- Belmont
- series
- franchise
- reboot
- playstation
- PS3
- Microsoft
- Xbox
- '360'
- X360
- video
- game
- vampires
- werewolve
- dracula
- gameplay
- wii
- xbox360
- machinima
"
,Y13NMK5Z7NM,"---
- PARSEFROMHERE 4:30 How did McDonald's win? ENDPARSEFROMHERE
","---
- AYH
- All
- Your
- History
- Rob
- Talbert
- yt:quality=high
- Resident
- Evil
- Dead
- Rising
- Sony
- Playstation
- Zombie
- Zombies
- Sega
- Nemesis
- franchise
- capcom
- Nintendo
- gamecube
- Game
- Cube
- film
- remake
- reboot
- shinji
- mukami
- mukame
- zero
- N64
- Aim
- Survivor
- Outbreak
- online
- coop
- co
- biohazard
- horror
- psp
- resident evil
- wii
- machinima
"
,x_cWz9NFtx0,"---
- PARSEFROMHERE 2:19  ENDPARSEFROMHERE
","---
- wwe
- all
- stars
- review
- hulk
- hogan
- john
- cena
- rock
- legend
- superstar
- gameplay
- preview
- walkthrough
- demo
- commentary
- playr
- elimination
- mode
- character
- fantasy
- warrior
- campaign
- story
- move
- special
- acrobat
- brawler
- big
- men
- man
- Bitz
"
,d_1iA1dsBqM,"---
- PARSEFROMHERE 7:33 did Kel and Amanda just kiss??????? ENDPARSEFROMHERE
- PARSEFROMHERE In This Clip, From 0:45 To 1:49, It Was ""All That"" Video Open From
  January 17, 1998. ENDPARSEFROMHERE
- PARSEFROMHERE ohhhh shit amanda sit on kennan lap and this dude ask if she feel
  that lol 6:03  7:35 amanda kiss kel ENDPARSEFROMHERE
","---
- All
- That
- S04E10
- Part
- DO
- NOT
- OWN
- ANY
- OF
- THIS
- EXCEPT
- FOR
- THE
- TAPE
- TAPED
- IT
- ONTO!
- flashbacks
- '37'
"
,r50sN3ZVu4w,"---
- PARSEFROMHERE 5:00 WHY CAN'T YOU COD fanboys notice this bullshit with your game?
  It's the SAME fucking game! ENDPARSEFROMHERE
","---
- yt:quality=high
- Dead
- Rising
- DR2
- Blue
- Castle
- Capcom
- UPC
- '013388310654'
- Xbox
- '360'
- X360
- playstation
- PS3
- Microsoft
- Windows
- PC
- computer
- zombie
- survival
- horror
- video
- game
- sequel
- Sweet
- Home
- Resident
- Evil
- All
- Your
- History
- AYH
- gameplay
- ps2
- resident evil
- wii
- xbox360
- machinima
"
,MrVGCT0wyqs,"---
- PARSEFROMHERE Did anyone else think he kicked the dancer at 5:54 ? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE Please I’m looking for songs between the time of 2:47 (8:15) Please
  I looked, but I have not found what are the names of songs??\n\nand IBE Legends
  vs The Notorious part2\n\nsong between (3:22)to(5:33) \n\nPlease I took a long time
  in the search\n\nWait for your reply as soon as\n\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE Please I’m looking for songs between the time of 2:47 (8:15) Please
  I looked, but I have not found what are the names of songs??\n\nand IBE Legends
  vs The Notorious part2\n\nsong between (3:22)to(5:33) \n\nPlease I took a long time
  in the search\n\nWait for your reply as soon as\n\n ENDPARSEFROMHERE""
- PARSEFROMHERE Roxrite at 8:17 is  awesome ENDPARSEFROMHERE
- PARSEFROMHERE 5:44 ;) ENDPARSEFROMHERE
- PARSEFROMHERE Bboy at 4:29 is AWESOME!!  ENDPARSEFROMHERE
- PARSEFROMHERE Song at 8:20 ? :)) ENDPARSEFROMHERE
- PARSEFROMHERE @shufferTV bboy born is the bboy 3:29 ENDPARSEFROMHERE
- PARSEFROMHERE Whats the name of the song at 2:50 ENDPARSEFROMHERE
","---
- IBE
- '2010'
- ALL
- BATTLES
- the
- NOTORIOUS
- vs
- legends
- international
- breakdance
- event
- heerlen
- netherlands
- bboying
- bboy
- bgirl
- cypher
- aba
- sunday
- '26'
- september
- hollannd
- breaking
- break
- breakz
- bboys
- footwork
- popping
- hip hop
- breakdancing
- hip hop dance
"
,-VPzu0Ehqwc,"---
- PARSEFROMHERE 08:48 what IS that thing?! ENDPARSEFROMHERE
","---
- id
- Software
- All
- Your
- History
- AYH
- Are
- Belong
- To
- Us
- video
- game
- PC
- computer
- Rage
- Doom
- Quake
- Hexen
- Wolfenstein
- first-person
- shooters
- John
- Romero
- softdisk
- Gamer's
- Edge
- Carmack
- Apogee
- Commander
- Keen
- Dos
- Sidescrolling
- Mario
- Zelda
- Nintendo
- NES
- 3D
- Machinima
"
,fdtwK01ak4s,"---
- PARSEFROMHERE Odd. I was completely turned on at 1:08. ENDPARSEFROMHERE
- PARSEFROMHERE 3:57 the dead guy is still there ENDPARSEFROMHERE
- PARSEFROMHERE 0:16 did i press the restart button? ENDPARSEFROMHERE
","---
- first
- person
- shooters
- fps
- gaming
- video
- game
- xbox
- '360'
- playstation
- nintendo
- wii
- zelda
- waggle
- kinect
- move
- battlefield
- modern
- warfare
- cod
- mwf
- magic
- daddy
- rescue
- force
- shadow
- man
- candy
- land
- sequel
- smosh
- anthony
- padilla
- ian
- hecox
- WHY
- ARE
- YOU
- READING
- THESE
- MOTHA-FIRETRUCKIN'
- TAGS?!
"
,YG2iGsY0-Pk,"---
- ! ""PARSEFROMHERE LOL 4:20 - 4:23\n ENDPARSEFROMHERE""
- PARSEFROMHERE 0:33 - 0:55 HAHAHA BEST PART. :D ENDPARSEFROMHERE
","---
- thefinebros
- bed intruder
- antoine dodson
- antoine
- dodson
- bed intruder song
- teens react
- teens react to
- The
- Fine
- Bros
"
,XJKkZXvSvrM,"---
- PARSEFROMHERE 0:30 =nyan ENDPARSEFROMHERE
- PARSEFROMHERE 0:36 JINKS U OW ME A SODA ENDPARSEFROMHERE
- PARSEFROMHERE 0:06 ublama bladagama emagama... ENDPARSEFROMHERE
","---
- annoying
- orange
- talking
- twin
- baby
- babies
- oranges
- citrus
- motorboat
- tongue
- seeds
- diaper
- cute
- adorable
- silly
- weird
- realannoyingorange
"
,Teaft0Kg-Ok,"---
- ! 'PARSEFROMHERE woah. woahhh. 1:00

  lol ENDPARSEFROMHERE'
","---
- look at me now
- fast rap
- fastest rapper
- tech n9ne
- chris brown
- busta rhymes
- mac lethal
- watsky
- amazing
- patrice oneal
- Black
- Clover
- Records
"
,YR12Z8f1Dh8,"---
- PARSEFROMHERE I love that angelic voice in the background @  3:32 ENDPARSEFROMHERE
","---
- Why
- This
- Kolaveri
- Di
- Full
- Song
- Promo
- Video
- in
- HD
- High-definition Television
- Film
- Lyrics
- New
- Definition
- Promotion
- Quality
- Screen
- Music
- Album
- Short
- Trailer
- Promotional
- sonymusicindia
- SME
"
,Z8FarCnm1mE,"---
- ! ""PARSEFROMHERE C/\\ /\\/ TIME 8:17  FEAR IS NOT OF GOD IT A TOUGHT DESIGN TO SEPERATE
  TRUTH\n ENDPARSEFROMHERE""
","---
- Rihanna
- Talk
- That
- (Audio)
- Def
- Jam
- Records
- Pop
- VEVO
"
,RStZd9w9KkY,"---
- ! 'PARSEFROMHERE Peace! Allah says in the Holy Quran: ""O mankind! We created you
  from a single (pair) of a male and a female, and made you into nations and tribes,
  that ye may know each other (not that ye may despise (each other). Verily the most
  honoured of you in the sight of God is (he who is) the most righteous of you. And
  God has full knowledge and is well acquainted (with all things).""(Quran,49:13 )
  ENDPARSEFROMHERE'
","---
- VID
- '00000'
- '20111101'
- '1703'
- ladyk89
- My
- tram
- experiance
- vlog
- ayyonline
- ayy
- online
"
,p0D-mXIzlKc,"---
- PARSEFROMHERE @sahilmasand I couldn't care less about the ipad. Just so you know.
  Why does everyone bring up apple's bloody ipad when new android tablets come out?
  There are people who don't care about the ipad, there are people who want a wider
  screen than 4:3. This 'one size fits all' scenario doesn't for everyone.  ENDPARSEFROMHERE
","---
- tablet
- Computer
- Laptop
- Nvidia
- Personal Computer
- androide
- android Honeycomb
- honey comb
- ice cream sandwich
- Android (operating System)
- portable
- ASUS
- zenbook
- ASUS zenbook
- Eee Pad
- ASUS Eee Pad Transformer Prime
- tegra 3
- Mobile Deviceipad killer
- Ritchies
- Room
- TV
"
,uFranEJ1KwE,"---
- PARSEFROMHERE Can someone PLEASE tell me who was the guy at 1:11 ENDPARSEFROMHERE
- PARSEFROMHERE 2:13 SUZY is perfect<3 ENDPARSEFROMHERE
- PARSEFROMHERE 1:05 and 1:49 is FANTASTIC!! ENDPARSEFROMHERE
","---
- Miss A
- Good-bye Baby
- good bye baby
- gbb
- full
- HD
- live
- MNET
- MAMA 2011
- Singapore
- '111129'
- mrsarangkpop
- mrsarangkpoplive
- '2011'
"
,amhvFQeDyGY,"---
- PARSEFROMHERE Did anybody notice that at 0:53 the lady is holding a pepper shaker
  but then at 0:54 she is holding the Justin Bieber doll? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE the weapon\uFEFF of the guy in black in left side was a Justin
  Bieber doll at 2:09 ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE the weapon of the other guy was Justin Bieber at 2:10\n ENDPARSEFROMHERE""
","---
- things
- that
- ruin
- thanksgiving
- nigahiga
- ryan
- higa
- rebecca
- black
- friday
- yay
"
,y2obNe2HoFU,"---
- PARSEFROMHERE i laughed at 17:00 ENDPARSEFROMHERE
- PARSEFROMHERE 23:50 he missed the GOLD!!!!!!!!!!!!!!!!!!!!!!!! ENDPARSEFROMHERE
- PARSEFROMHERE 23:33 ahhhhhh ENDPARSEFROMHERE
- PARSEFROMHERE 2:37 Lol there is a Diamond sword in there. ENDPARSEFROMHERE
","---
- the minecraft project
- minecraft
- mine
- craft
- syndicate
- syndicateproject
- thesyndicateproject
- project
- how
- to
- diamond
- find
- tools
- build
- make
- new
- seed
- The
"
,PyGDst4AdPg,"---
- PARSEFROMHERE At 2:19 you said the whole lobby was cracking up. But at 2:26 you
  flash the scoreboard, and you have everyone on your team muted... ENDPARSEFROMHERE
","---
- tmartn
- tmart
- tmartin
- call
- of
- duty
- cod
- modern
- warfare
- mw3
- codmw3
- tips
- tricks
- tip
- trick
- leg
- up
- 'on'
- enemy
- play
- playing
- dead
- change
- class
- mw3 tip
- mw3 tips
- mw3 trick
- mw3 tricks
- mw3 play dead
- play dead
- montage
- pickle9000
- Tmar
- Tn
"
,HA6pJ7oUH3U,"---
- PARSEFROMHERE 0:06 ,thats what she sed :P ENDPARSEFROMHERE
","---
- diamonds
- neck
- minecraft
- gaming
- game
- video
- play
- building
- fun
- rpg
- makers
- games
- gameplay
- omfgcata
- maker
- video game
- online
- playthrough
- commentary
- computer
- free
- mmorpg
- gamer
- multiplayer
- windows
"
,8DALomrGkHg,"---
- PARSEFROMHERE if a person truly understand and experiences mark 1:15 this will end
  all arguments. everything is by faith.God does not need a proof like a man does.
  mark 1:15 brings you to the next level john 3:3 which is another experience that
  man should have, after which the HOLY SPIRIT take charge and will make a person
  understand all spiritual things.the new birth is the first step in lving a Godly
  life that He planned for man. natural man understand not the things that is spiritual....  ENDPARSEFROMHERE
- ! 'PARSEFROMHERE ""His Lord said unto him: Well done, thou good and faithful servant:
  thou hast been faithful over a few things; I will make thee ruler over many things:
  enter thou into the joy of thy Lord."" (Matthew 25:21) ENDPARSEFROMHERE'
","---
- abuse
- men
- God
- Jesus
- Bible
- Marks
- Journey
"
,fGFNmEOntFA,,"---
- Justin
- Bieber
- Mariah
- Carey
- Duet
- Beiber
- Holiday
- Christmas
- Xmas
- classic
- new
- song
- video
- VEVO
"
,HXc0NnDsZ30,,"---
- Lady
- Gaga
- Marry
- The
- Night
- VEVO
- Interview
- Born
- This
- Way
- Reality
- MTN
- BTW
"
,Yj9bL9aU8JE,,"---
- Pitbull
- Mr.
- Worldwide
- '305'
- Planet
- Pit
- Chris
- Brown
- Breezy
- International
- Love
- new
- song
- video
- VEVO
"
,KwM4mWzrGwM,,"---
- Karmin
- Crash
- Your
- Party
- Amy
- Nick
- VEVO
- LIFT
- youtube
- covers
"
,_tX75yT8IPc,,"---
- raywilliamjohnson
- ray william johnson
- rwj
- equals
- three
- equalsthree
- =3
- equals three
- equals 3
- raywiliamjohnson
- ray wiliam johnson
- ray williams johnson
- video
- videos
- fenton
- she has a boyfriend
- how to do anything channel
- Jesus Christ in Richmond Park
- original
- upload
- Ray
- William
- Johnson
"
,KiAZDAo0Dow,,"---
- Beyonce
- ! '''Dance'
- For
- You'
- Official
- Music
- Video
- world
- Premiere
- '2011'
- Swif
"
,ySymqERaHEA,,"---
- LTE Advanced
- 3GPP Long Term Evolution
- Verizon Wireless
- Phone
- Mobile
- Samsung
- Review
- Mobile Phone
- Mobile Device
- Cell
- Cell Phone
- Phones
- Nexus
- Prime
- Google
- Galaxy
- Speed
- Test
- hksscom
"
,8f9Pkf75yX0,,"---
- Great White
- Shark
- Wrightsville Beach
- North Carolina
- Matt Garrett
- mgeeezy
- '84'
"
,bgoDkwwpFx0,,"---
- dog
- eating
- dairylea
- dunkers
- Funny
- Gixxxer
"
,eRjDd1yD6L8,,"---
- Glee
- Cast
- Survivor
- Will
- Survive
- (Glee
- Version)
- Columbia
- Pop
- musicfromglee
- VEVO
"
,4z9TdDCWN7g,,"---
- Skyrim
- Female
- Cover
- Vocal
- Sons of Skyrim
- Main Theme
- Bard Song
- The Dragonborn Comes
- The Elder Scrolls
- malufenix
"
,4EwSAzHj8VM,,"---
- raywilliamjohnson
- ray william johnson
- rwj
- equals
- three
- equalsthree
- =3
- equals three
- equals 3
- raywiliamjohnson
- ray wiliam johnson
- ray williams johnson
- video
- videos
- Fat Indian Kid Dancing
- 82 year old tryin pop rocks
- Ray
- William
- Johnson
"
,ln01p1M2cH0,,"---
- If
- You
- Don't
- See
- Merry
- Christmas
- in
- the
- Window
- by
- ACLU
- Choir
- Say
- Kids
- Children
- american
- christ
- united
- santa
- claus
- holiday
- bells
- jingle
- carol
- scrooge
- tiny
- tim
- Holidays
- Silent
- Night
"
,4FbPRHntLho,,"---
- epileptic
- techno
- yfm
- your
- favorite
- martian
- rwj
- ray
- william
- johnson
- music
- video
- videos
- satire
- of
- dance
- club
- culture
- Yourfavoritemartian
"
,ZLJIRhWEHlE,,"---
- Patrick
- Wolf
- Together
- Mercury
- Alternative
- VEVO
"
,aXm5qwprjbk,,"---
- 50 Cent
- stop crying
- new music
- new song
- g-unit
- '2011'
- new
- music
- song
- rap
- hip-hop
- mixtape
- big 10
- 50cent
- '50'
- cents
- Cent
"
,LEQ6N-rJmUA,,"---
- kolaveri
- di
- gujarati
- djadee
- rjroshan
- fuzonadee
"
,co64SL7msnM,,"---
- BUTT
- THERMOMETER
- toby
- turner
- tobuscus
- Funny
- Cute
"
,xna0QzSlLBY,,"---
- RIGTIG
- Maja
- Liv
- Piv
"
,4C94VL0InR4,,"---
- annoying
- orange
- magic
- clam
- copper
- lincoln
- tobuscus
- toby
- turner
- hey
- apple
- pearl
- oyster
- trick
- midget
- Fish
- Card
- Blue
- Bay
- Eating
- Aquarium
- Red
- Tank
- Area
- Green
- Funny
- Banana
- Butter
- Tricks
- Jelly
- Juice
- Time
- Yellow
- realannoyingorange
"
,9T66qioqc0k,,"---
- multiplayer
- hd
- commentary
- gameplay
- xbox
- ps3
- pc
- match
- tips
- tricks
- strategy
- seananners
- black
- ops
- call
- of
- duty
- cod
- how
- to
- help
- modern
- warfare
- gaming
- video
- game
- guns
- mw2
- cod4
- fps
- mw3
- montage
- cod5
- tutorial
- weapons
- live
- stream
- pickle9000
- moab
- nuke
- yt:quality=high
- ! '&quot;Call'
- Duty&quot;
- ! '&quot;Modern'
- 3&quot;
- '360'
- xbox360
- X360
- MPN
- '83747'
- ! '&quot;Infinity'
- Ward&quot;
- Activision
- MW
- three
- Sea
- Nanners
"
,waIuhfoTMv8,"---
- ! 'PARSEFROMHERE 3:20-AMAZING : )   ENDPARSEFROMHERE'
","---
- BEST
- Pole
- Dance
- Pressure
- Ever
- by
- Jenyne
- Butterfly
- Dancing
- Stars
- Dancer
- Greatest
- showcase
- Ko
- dak
- The
"
,pJe_1WL5p_Q,"---
- PARSEFROMHERE 1:59 Awesome face. ENDPARSEFROMHERE
","---
- Rocket Slime
- Rocket Slime 3
- Slime morimori Dragon Quest 3
- Import
- Nintendo 3DS
- impressions
- hands-on
- gameplay
- The
- upnetwork
"
,Ahha3Cqe_fk,"---
- ! 'PARSEFROMHERE sorry but this video made no sense but the music is fine.


  I mean seriously look... 2:51 katy fucking deserved it look what she did to the
  dude''s painting, I would''ve benn pissed too.  ENDPARSEFROMHERE'
","---
- Katy
- Perry
- The
- One
- That
- Got
- Away
- Official
- Music
- Video
- HD
- Diego
- Luna
- Floria
- Sigismondi
- Teenage
- Dream
- TOTGA
- Capitol
- Records
- Old
- Elderly
- VEVO
"
,KfhkL_I_Vuk,"---
- PARSEFROMHERE 0:00 to watch this again  ENDPARSEFROMHERE
","---
- Wiz Khalifa
- Snoop Dogg
- Bruno Mars
- Young
- wild & Free
- Soundtrack
- Original Motion Picture
- Atlantic
- Videos
"
,IVJVCoHDAXs,"---
- PARSEFROMHERE When he said ""super man socks""he had two epic voices :3 1:24 ENDPARSEFROMHERE
","---
- epic
- rap
- battles
- of
- history
- final
- battle
- nice
- peter
- ! '#15'
- number
- darth
- vader
- whoelsedoyouthink
- nicepeter
"
,JWsXpunhsnk,"---
- PARSEFROMHERE 1:09 looks like a dog =D ENDPARSEFROMHERE
","---
- mw3
- glitch
- 'no'
- recoil
- bug
- must
- see
- huge
- online
- multiplayer
- tips
- tricks
- how
- to
- tutorial
- game
- call
- of
- duty
- modern
- warfare
- ! 'Call Of Duty: Modern Warfare 3'
- ! 'Call Of Duty 4: Modern Warfare'
- White
- Boy
- thst
"
,sFGAusUUP14,"---
- ! ""PARSEFROMHERE 0:13\n\nthis man look like Seann William Scott\n\nthe nose look
  like Owen\uFEFF Wilson\n\nXD\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE 0:13\n\nthis man look like Seann William Scott\n\nthe nose look
  like Owen\uFEFF Wilson\n\nXD\n ENDPARSEFROMHERE""
- PARSEFROMHERE at 1:42 she`s hot ! ENDPARSEFROMHERE
","---
- Mike
- Candys
- Evelyn
- feat
- David
- Deen
- Around
- The
- World
- Official
- Video
- HD
- I+KTV
- kontor
"
,Ksfe56K3BmA,"---
- ! ""PARSEFROMHERE 2:27 tht part is da best \n ENDPARSEFROMHERE""
- PARSEFROMHERE the first 0:40 seconds is the best part ENDPARSEFROMHERE
","---
- Drake
- Rihanna
- Drake ft. Rihanna
- ! '''Take'
- Care
- Take Care LYRICS
- Drake Take Care
- Drake Take Care LYRICS
- Take Care Drake
- Take Care Drake LYRICS
- Rihanna Take Care
- Rihanna Take Care LYRICS
- Take Care Rihanna
- Take Care Rihanna LYRICS
- New
- Era
- Lyrics
"
,1q4nfz-ntRE,"---
- PARSEFROMHERE 1:48 retarded janna xD ENDPARSEFROMHERE
- PARSEFROMHERE 0:35 urgot having a seizure ENDPARSEFROMHERE
- PARSEFROMHERE what were those green lighnings from 0:39 ENDPARSEFROMHERE
","---
- League
- of
- Legends
- Top
- Protatomonster
- Productions
- Five
- penta
- quadra
- triple
- double
- commentary
- veigar
- ezreal
- mordekaiser
- poppy
- amumu
- week
- protato
- lol
- escape
- juke
- jukeboots
- boots
- pro
- potato
- riot
- games
- Dota
- hon
- wow
- World
- Warcraft
- Video
- Baron
- Nashor
- dragon
- kill
- steal
- ultimate
- game
- gaming
- two
- Urgot
- Ashe
- Arrow
- Swap
- Blitzcrank
- Rocket
- Grab
- Pull
- Cash
- Prize
- Point
- Card
- Money
- Death
- Twisted
- Fate
- Port
- Katarina
- Gragas
- Jax
- Janna
- Malzahar
"
,5Bj-m7WQeO4,"---
- PARSEFROMHERE Ashams father? 0:28 ENDPARSEFROMHERE
- PARSEFROMHERE hahah at 0:28 ENDPARSEFROMHERE
- PARSEFROMHERE Crazy asian guy at 0:27 ENDPARSEFROMHERE
- PARSEFROMHERE anyone see the asian at 0:26 ? ENDPARSEFROMHERE
","---
- hockey
- fight
- fights
- arron
- asham
- john
- erskine
- pittsburgh
- penguins
- washington
- capitals
- nhl
- hockeyfightsdotcom
"
,hhPdH3wE0_Y,"---
- PARSEFROMHERE Are they chating Fus Ro Dah at 1:19?  ENDPARSEFROMHERE
","---
- UC
- Davis
- pepper
- spray
- OWS
- occupy
- Wall
- Street
- truth
- facts
- protesters
- protest
- video
- attack
- police
- officer
- cops
- students
- news
- media
- ! '#OWS'
- politics
- Timasu
"
,dtiFj_Sg1Cs,"---
- PARSEFROMHERE At 2:06 look like Simon is going to cry. ENDPARSEFROMHERE
","---
- Drew
- Listen to Your Hear
- Survival Song
- Rosette
- xfactor
- simon
- cowell
- tv
- the X tor
- factor
- simon cowell
- television
- ad
- fall
- '2011'
- music
- reality
- competition
- usa
- song
- twitter
- auditions
- audition
- paula
- abdul
- nicole
- scherzinger
- antonio
- la
- reid
- steve
- jones
- United States
- The
"
,mCeCdCNCKOw,"---
- PARSEFROMHERE 0:10 is the new sound track  ENDPARSEFROMHERE
- ! ""PARSEFROMHERE Teddy looks so cute on 0:03\n ENDPARSEFROMHERE""
","---
- Good
- Luck
- Charlie
- It's
- Christmas!
- Part
- HD
- wmv
- Disney
- Channel
- '2013'
"
,Sd4s1aVXKpU,"---
- ! 'PARSEFROMHERE Was that Zelo singing at 3:29?!

  If that was WHOA!  ENDPARSEFROMHERE'
- ! 'PARSEFROMHERE for a second at 3:29 i thought it was Zelo singing LOL

  so cute. *-* ENDPARSEFROMHERE'
","---
- bangzelo
- 방용국
- 젤로
- ZELO
- BANGYONGGUK
- TS
- TSENT
- TSENTERTAINMENT
- NEVERGIVEUP
- NEVER
- GIVE
- UP
- BANGNZELO
- BANG
- SECRET
- JUNHYOSEONG
- HYOSEONG
- '2008'
"
,idIlshLotqM,"---
- PARSEFROMHERE 0:32, I thought TOP was Nichkhun... ENDPARSEFROMHERE
","---
- GD&TOP
- OH YEAH
- GD
- TOP
- 2NE1
- BOM
- ygentertainment
"
